chromosome,position,rsr,t_read,c_read,total_reads,strand
chr11,104915209,2.3727891156462584,1089,587,1676,-
chr11,104915326,1.564916821699156,2181,1584,3765,-
chr11,104915363,1.7823609226594301,1641,1209,2850,-
chr11,104915384,1.4504690279799448,1236,915,2151,-
chr11,104916031,1.8108392056374119,1962,1114,3076,-
chr11,104916032,1.8321853335568223,2667,1648,4315,-
chr11,104916045,0.6458443780286651,1349,677,2026,-
chr11,104916048,2.2059458767624727,860,576,1436,-
chr11,104916058,2.386726807953018,1235,728,1963,-
chr11,104916060,1.0274295702537035,1359,681,2040,-
chr11,104916061,0.7093463553115746,1245,696,1941,-
chr11,105879251,8.496259855047766,1139,1028,2167,-
chr11,105879252,10.142537084195581,806,654,1460,-
chr11,105880570,3.395616241466044,755,505,1260,-
chr11,105880571,3.3668758858068437,722,448,1170,-
chr11,107676192,0.6059370360372518,679,485,1164,-
chr11,110100350,1.9517257646041355,855,552,1407,-
chr11,110100688,1.0793169322734062,964,651,1615,-
chr11,110101255,0.8881308411214952,730,534,1264,-
chr11,110101256,0.7445603869707382,938,761,1699,-
chr11,110101260,1.3510627024443338,1042,872,1914,-
chr11,110101261,2.134070796460177,688,451,1139,-
chr11,110102544,2.019770237777184,629,393,1022,-
chr11,110102663,2.1446040520811165,1000,635,1635,-
chr11,110118501,1.4289851917290968,4277,3189,7466,-
chr11,110118502,2.089791772473337,2285,1789,4074,-
chr11,110118525,1.695281124497992,1841,1327,3168,-
chr11,110118526,1.695281124497992,1841,1327,3168,-
chr11,110124726,1.9917726887192537,1020,785,1805,-
chr11,110124763,3.033070866141732,855,507,1362,-
chr11,110124806,1.7986928104575162,687,458,1145,-
chr11,110124833,2.391374504914185,626,400,1026,-
chr11,110128595,0.5503056884635832,636,417,1053,-
chr11,110134866,1.7865498483458893,580,428,1008,-
chr11,110135510,0.3986710963455149,959,601,1560,-
chr11,110135511,0.3986710963455149,959,601,1560,-
chr11,111956003,2.5008309380647766,1076,645,1721,-
chr11,111956022,1.860369817991074,697,562,1259,-
chr11,111957377,2.7455946802422155,619,418,1037,-
chr11,118886601,1.0165039896476167,5558,4107,9665,-
chr11,118886609,1.391980825479363,2224,1447,3671,-
chr11,118886612,0.6869363807868198,2528,1477,4005,-
chr11,118886614,1.021526652522937,4254,3574,7828,-
chr11,118886615,1.630853994490358,1812,1154,2966,-
chr11,118886631,2.2249344692005244,1508,871,2379,-
chr11,118886635,1.8716619981325862,1705,839,2544,-
chr11,118888675,0.83857489979241,9146,5303,14449,-
chr11,118888693,1.2579306224190352,9716,7204,16920,-
chr11,118888741,1.5461344657655798,6504,5659,12163,-
chr11,118888747,1.426102023705206,6043,5116,11159,-
chr11,118889011,1.5611664749898948,16396,11107,27503,-
chr11,118889035,1.2078854535080983,20722,13612,34334,-
chr11,118889041,1.4704294812053431,3489,2959,6448,-
chr11,118889048,1.6045341702187457,6116,2884,9000,-
chr11,118889050,0.9104528604861717,8027,6668,14695,-
chr11,118889051,0.8243476051487704,20652,12897,33549,-
chr11,118889052,0.8450159237229529,30254,19913,50167,-
chr11,118889053,0.826076909539119,19444,10783,30227,-
chr11,118889056,0.3300943790971221,1419,958,2377,-
chr11,118916148,6.0845543326988665,885,758,1643,-
chr11,118916149,5.638070498018758,601,462,1063,-
chr11,118919020,3.8033256538291753,632,418,1050,-
chr11,118919539,2.5550660792951545,608,453,1061,-
chr11,118919541,2.5550660792951545,608,453,1061,-
chr11,119179402,2.186498223450454,1203,744,1947,-
chr11,119179454,2.1791744840525324,1615,1247,2862,-
chr11,119179455,2.1791744840525324,1615,1247,2862,-
chr11,119179612,3.2536231884057965,897,735,1632,-
chr11,119179642,1.6388243335611756,998,626,1624,-
chr11,119179648,1.961089918256131,946,733,1679,-
chr11,119179686,1.418970189701897,1121,737,1858,-
chr11,119179690,0.445863900834809,704,535,1239,-
chr11,119179691,1.9743689320388347,655,514,1169,-
chr11,119179709,1.8023553507424481,879,557,1436,-
chr11,119179719,2.2190875475682184,1390,897,2287,-
chr11,119179874,0.3800330943188085,688,517,1205,-
chr11,119179893,0.4873590442875695,1357,1074,2431,-
chr11,119180282,2.818767507002801,693,509,1202,-
chr11,119180297,1.951004193334805,779,590,1369,-
chr11,119180401,0.3714607691224116,585,457,1042,-
chr11,119180604,0.6424147293398947,796,567,1363,-
chr11,119180615,0.5266892115907433,610,456,1066,-
chr11,119180620,1.9170015990250007,1839,1231,3070,-
chr11,119180622,1.9667529987798502,1601,1212,2813,-
chr11,119181136,1.7121212121212122,677,485,1162,-
chr11,119181137,1.8633802816901412,685,496,1181,-
chr11,119181508,1.6367309697601669,865,547,1412,-
chr11,119181519,1.5809716599190284,780,493,1273,-
chr11,119181520,0.9454037813813235,1637,1308,2945,-
chr11,119181521,0.5988295129937992,1145,925,2070,-
chr11,119181889,1.937899141158335,549,477,1026,-
chr11,119182016,0.4876344086021505,906,719,1625,-
chr11,119182018,0.986421058968207,1711,1400,3111,-
chr11,119182019,1.3079710144927537,1234,1034,2268,-
chr11,119182020,1.4338562534179216,1697,1335,3032,-
chr11,119182114,3.7045009784735803,630,510,1140,-
chr11,119182119,0.4855901890648952,730,514,1244,-
chr11,119182120,1.8507021433850703,625,491,1116,-
chr11,119182258,0.5206477732793522,642,474,1116,-
chr11,119182522,2.310014885950046,924,695,1619,-
chr11,119182765,2.396296632477081,799,478,1277,-
chr11,119182801,1.0883190720749125,1091,845,1936,-
chr11,119183016,0.5198098256735341,737,630,1367,-
chr11,119183044,1.1172366148531951,1865,1157,3022,-
chr11,119183045,1.1172366148531951,1865,1157,3022,-
chr11,119183059,0.6307247308372168,784,507,1291,-
chr11,119183063,3.392202277552596,702,470,1172,-
chr11,119183244,2.3714611129189715,582,438,1020,-
chr11,119183293,2.946107784431138,819,500,1319,-
chr11,119183350,1.701,728,499,1227,-
chr11,119183652,1.573083995004387,1719,1274,2993,-
chr11,119185203,1.5698552021020853,719,576,1295,-
chr11,119185236,3.1565543071161053,601,444,1045,-
chr11,119185402,1.6308668076109938,664,472,1136,-
chr11,119185442,1.8556786703601107,637,379,1016,-
chr11,122928444,1.3187442583744335,5795,4313,10108,-
chr11,122928446,1.332926608250975,12808,9860,22668,-
chr11,122928447,1.3123666669827152,5427,3964,9391,-
chr11,122928456,1.4569361277445112,2407,1669,4076,-
chr11,122929069,1.7224080577684981,17153,15661,32814,-
chr11,122929072,1.3789518328338404,26446,24674,51120,-
chr11,122929098,1.5618414346980354,22378,16095,38473,-
chr11,122929099,1.4360861995297378,16924,11530,28454,-
chr11,122929125,1.6077868262591168,4951,3757,8708,-
chr11,122929798,1.3548911164880748,4125,2892,7017,-
chr11,122930311,1.0742229841814241,12774,8736,21510,-
chr11,122930318,1.400572840137141,3965,2845,6810,-
chr11,122930411,1.5093108831400537,3530,2831,6361,-
chr11,122930419,1.363400387502803,9529,6624,16153,-
chr11,122930426,1.519005083452633,3028,2200,5228,-
chr11,122930650,1.1801452188680204,18841,12883,31724,-
chr11,122930870,1.2037448613999822,10531,7681,18212,-
chr11,122930876,0.786938649297556,5210,3930,9140,-
chr11,122931325,1.3661957302750973,11238,7351,18589,-
chr11,122931377,1.3592800401520133,9451,7706,17157,-
chr11,122931482,1.4654506014592783,5743,3687,9430,-
chr11,122931866,1.4879549811113475,3110,2410,5520,-
chr11,122931910,1.7742115027829315,3405,2694,6099,-
chr11,122931958,1.3808183466827868,2657,2035,4692,-
chr11,122931989,1.2694976479216313,6154,4037,10191,-
chr11,122932836,1.3608233184408898,10911,6997,17908,-
chr11,122932837,1.3229178251467406,8437,4979,13416,-
chr11,122932838,0.919777230844826,15440,9967,25407,-
chr11,122932839,0.943018030616621,4045,3231,7276,-
chr11,122932840,0.8423624033490724,12273,8425,20698,-
chr11,122932841,0.8244051703641562,2871,2278,5149,-
chr11,122932843,0.84487723678356,4149,3249,7398,-
chr11,122932845,0.9622491683476098,4784,3747,8531,-
chr11,122932846,0.9831240997038776,1845,1365,3210,-
chr11,122941158,2.372615641392465,750,698,1448,-
chr11,122941554,2.319036621577037,780,432,1212,-
chr11,122941555,2.319036621577037,780,432,1212,-
chr11,122941591,3.6046799003333603,623,486,1109,-
chr11,122941592,4.038643459125228,820,571,1391,-
chr11,122943023,1.2649184664411108,614,403,1017,-
chr11,122943876,3.856238715446854,1481,1124,2605,-
chr11,122944073,1.724116359086644,688,555,1243,-
chr11,122944095,2.06031746031746,648,489,1137,-
chr11,122944107,1.176621835443038,1321,947,2268,-
chr11,122944109,1.176621835443038,1321,947,2268,-
chr11,122953909,3.0079744816586924,942,527,1469,-
chr11,122953911,3.0079744816586924,942,527,1469,-
chr11,122955230,0.5177250978686386,1057,835,1892,-
chr11,122955231,0.5177250978686386,1057,835,1892,-
chr11,126133309,1.1378156346836357,628,500,1128,-
chr11,126133530,0.2824916943521595,772,699,1471,-
chr11,126133531,0.2824916943521595,772,699,1471,-
chr11,126133821,2.7862500000000003,742,399,1141,-
chr11,126133823,2.7862500000000003,742,399,1141,-
chr11,134037979,1.4485243689687048,600,424,1024,-
chr11,134073961,2.538308389796648,978,841,1819,-
chr11,134073963,1.0448273822561278,823,708,1531,-
chr11,134079238,4.575539568345324,635,416,1051,-
chr11,134079239,4.575539568345324,635,416,1051,-
chr11,134119761,2.1624063989108238,2082,1807,3889,-
chr11,134119763,1.8594856576304097,5242,3937,9179,-
chr11,134119764,2.1147923455036426,4184,2642,6826,-
chr11,134119767,1.6609706083390292,971,759,1730,-
chr11,134119770,1.867503344988022,1755,1047,2802,-
chr11,134119782,0.5768833849329206,730,322,1052,-
chr11,134119794,1.5071600412418378,597,405,1002,-
chr11,134119798,1.5983266083926613,1480,767,2247,-
chr11,134119799,1.5864151873767258,756,506,1262,-
chr11,134119800,1.0541267942583732,939,417,1356,-
chr11,134120175,1.9028657616892908,995,662,1657,-
chr11,134120176,1.9028657616892908,995,662,1657,-
chr11,134120204,2.650205761316873,804,485,1289,-
chr11,134120205,2.1492812116629176,1036,617,1653,-
chr12,6438728,2.2278823529411764,652,424,1076,-
chr12,6438730,2.2278823529411764,652,424,1076,-
chr12,6439132,3.6404828233928823,623,386,1009,-
chr12,6439849,0.6165338645418327,618,501,1119,-
chr12,6440041,2.820581592320723,688,505,1193,-
chr12,6440086,1.6393579162565306,1030,842,1872,-
chr12,6440087,1.4623632280820364,2262,1724,3986,-
chr12,6442300,1.7946105072463767,633,383,1016,-
chr12,6442660,1.8691056910569104,626,409,1035,-
chr12,6443288,0.4831957706209203,688,500,1188,-
chr12,6451201,0.6720282435416661,644,380,1024,-
chr12,6451204,1.687977768727691,665,375,1040,-
chr12,6601490,2.1778106297181097,4074,2818,6892,-
chr12,6601522,1.3999202778885027,1755,1032,2787,-
chr12,6601564,1.4251665351004748,1686,1016,2702,-
chr12,6601610,1.753009708737864,731,617,1348,-
chr12,6601611,0.5562851147363433,1173,868,2041,-
chr12,6602085,2.0855670103092785,577,484,1061,-
chr12,6602129,1.9949912638322655,518,504,1022,-
chr12,6602238,1.6057416267942584,838,569,1407,-
chr12,6602413,0.3736361679781209,746,499,1245,-
chr12,6602416,0.7943426436577121,569,461,1030,-
chr12,6602417,0.7145078143579942,927,839,1766,-
chr12,6675448,1.0506598446334305,1042,621,1663,-
chr12,6675449,1.6712840795226827,974,577,1551,-
chr12,6675450,1.2979645822617385,767,438,1205,-
chr12,6687262,1.5409095772279597,818,615,1433,-
chr12,6692521,2.6781696879033294,584,569,1153,-
chr12,6692530,4.793608862047875,528,487,1015,-
chr12,6700697,3.0938589547616133,862,633,1495,-
chr12,6701618,5.774617732377694,650,503,1153,-
chr12,6701619,5.774617732377694,650,503,1153,-
chr12,6702694,2.275904834271022,631,524,1155,-
chr12,6708974,2.1633086166359616,783,456,1239,-
chr12,6711274,5.625713567513216,1007,541,1548,-
chr12,6711276,5.658189889655264,812,434,1246,-
chr12,6788679,0.5240418118466899,751,454,1205,-
chr12,6857245,0.5838709677419355,542,495,1037,-
chr12,6857252,1.3038540979368032,936,798,1734,-
chr12,6857253,1.7018584420719651,806,561,1367,-
chr12,6857286,0.5934195064629847,605,413,1018,-
chr12,6857551,2.01768396582563,1948,1382,3330,-
chr12,6857591,1.0960451586853284,1739,1132,2871,-
chr12,6857592,0.8763713951407529,1383,834,2217,-
chr12,6857638,0.5788423153692615,695,500,1195,-
chr12,6858029,9.474129581193138,1235,781,2016,-
chr12,6859379,2.1971350784376655,1440,1144,2584,-
chr12,6859407,0.49832327297116036,742,567,1309,-
chr12,6859415,0.6325827716465446,898,586,1484,-
chr12,6859903,1.4936378466557911,871,612,1483,-
chr12,6859912,1.851530190239868,813,557,1370,-
chr12,6859913,2.503734827264239,864,509,1373,-
chr12,6860836,2.5985774146907854,932,614,1546,-
chr12,6862116,2.2076612903225805,875,495,1370,-
chr12,6862117,2.2076612903225805,875,495,1370,-
chr12,6862220,5.374254588984979,935,642,1577,-
chr12,6862225,6.470688251998019,647,452,1099,-
chr12,7074565,3.151621551428251,1639,1170,2809,-
chr12,7074667,0.4768860212226492,4921,3532,8453,-
chr12,7074716,1.5585741757266967,2627,1918,4545,-
chr12,7074728,1.8140151430047853,1467,946,2413,-
chr12,7074749,1.6488974819315934,730,556,1286,-
chr12,7074854,1.7241287339971552,901,702,1603,-
chr12,7075637,1.4316637024328887,3844,2759,6603,-
chr12,7076349,0.7310474168435952,1948,1412,3360,-
chr12,7076379,1.7289795918367346,1058,804,1862,-
chr12,7076405,1.9207270891189092,950,698,1648,-
chr12,7076876,1.8158567774936063,1703,1103,2806,-
chr12,7076881,1.2126367570117962,3275,2602,5877,-
chr12,7076907,0.5912366114897761,1517,909,2426,-
chr12,7076908,2.262286324786325,846,623,1469,-
chr12,7077070,1.511111111111111,866,713,1579,-
chr12,7077071,1.7988974113135185,789,595,1384,-
chr12,7077144,2.3063284955246663,1596,1185,2781,-
chr12,7077173,1.7908178777743995,759,597,1356,-
chr12,7077607,2.00480413895048,774,614,1388,-
chr12,7078689,1.6087159824184043,1097,866,1963,-
chr12,7078710,1.6233552631578947,1315,1063,2378,-
chr12,7079391,1.5262345679012346,1117,863,1980,-
chr12,7079582,1.9857481994784827,13945,13793,27738,-
chr12,7079584,1.9857481994784827,13945,13793,27738,-
chr12,7079587,1.5810676639752108,8147,7593,15740,-
chr12,7079588,1.8003525010041612,4253,4175,8428,-
chr12,7079594,1.6279058817281125,5919,5136,11055,-
chr12,7079595,1.6299835723433191,5694,4900,10594,-
chr12,7079596,1.6299835723433191,5694,4900,10594,-
chr12,7079597,1.649582525592308,6668,5495,12163,-
chr12,7079599,1.5251380774635006,2527,2022,4549,-
chr12,7079601,1.5351562499999998,1178,879,2057,-
chr12,7079608,1.7117267535455387,2189,1561,3750,-
chr12,7079632,0.5844965844965845,614,454,1068,-
chr12,7079633,1.9321349330976716,2576,1503,4079,-
chr12,7079635,1.8931145007468653,2986,2017,5003,-
chr12,7079636,1.6584806755549564,1446,750,2196,-
chr12,7079638,1.8224154135338344,2084,1063,3147,-
chr12,7079640,1.973583056007017,1318,656,1974,-
chr12,7079695,0.5041420118343195,638,454,1092,-
chr12,7079696,1.4111111111111112,888,629,1517,-
chr12,7079714,0.5001203717078337,610,482,1092,-
chr12,7079716,0.3960160547049204,591,433,1024,-
chr12,7079815,0.401953125,685,383,1068,-
chr12,7079824,0.6790326050875933,1128,711,1839,-
chr12,7187893,1.1540969889442776,776,646,1422,-
chr12,7241483,2.855633802816901,810,709,1519,-
chr12,7241485,2.889493059542706,1204,1020,2224,-
chr12,7241487,3.320373250388802,792,642,1434,-
chr12,7244208,2.7909475393070844,603,484,1087,-
chr12,8074201,1.455455922206281,716,473,1189,-
chr12,8086482,2.698481561822126,621,460,1081,-
chr12,8086483,2.698481561822126,621,460,1081,-
chr12,9094263,1.2503934972349506,1384,1072,2456,-
chr12,9096123,2.575353066127637,845,625,1470,-
chr12,9096129,2.501808951597332,739,504,1243,-
chr12,9098071,3.344117536130974,1088,720,1808,-
chr12,9098073,1.099070340501792,784,495,1279,-
chr12,9098138,1.109055215983574,1047,628,1675,-
chr12,9225283,3.489574217254401,742,526,1268,-
chr12,9259127,2.9321116201582678,703,342,1045,-
chr12,9259128,3.551089758612608,1044,501,1545,-
chr12,9259130,4.454638124362895,689,326,1015,-
chr12,9265058,0.9614457831325302,650,414,1064,-
chr12,9265059,1.6542882649752177,946,633,1579,-
chr12,10311049,2.0485312899106005,801,521,1322,-
chr12,10311311,2.5735294117647056,804,551,1355,-
chr12,10311394,1.866492877758123,715,466,1181,-
chr12,10311397,0.5340879699362515,1096,980,2076,-
chr12,10311398,0.5340879699362515,1096,980,2076,-
chr12,10311417,1.7811846689895467,638,573,1211,-
chr12,10311572,1.5238236164545724,1354,1089,2443,-
chr12,10311823,0.6456722020018197,840,627,1467,-
chr12,10311824,1.7153005464480875,802,670,1472,-
chr12,10311854,1.771366489618542,637,435,1072,-
chr12,10311855,1.4322072586167542,1067,673,1740,-
chr12,10311868,0.3663461538461538,634,399,1033,-
chr12,10312504,1.5366686759091823,1911,1421,3332,-
chr12,10312506,1.5366686759091823,1911,1421,3332,-
chr12,10312516,0.7032598387861545,1446,1109,2555,-
chr12,10312600,1.36849109596054,1716,1340,3056,-
chr12,10312619,2.8755964553510567,766,488,1254,-
chr12,10312948,2.6269388686131387,742,547,1289,-
chr12,10312958,2.5102459016393444,699,487,1186,-
chr12,10312961,2.706535947712418,1312,764,2076,-
chr12,10312962,2.706535947712418,1312,764,2076,-
chr12,10313463,2.4907023495414,966,757,1723,-
chr12,10319375,2.0250704643228006,1240,748,1988,-
chr12,10319388,1.80619366094795,1211,723,1934,-
chr12,10321703,1.9809291828529723,1426,1111,2537,-
chr12,10324656,1.7321628468744474,2799,1542,4341,-
chr12,10324657,1.7321628468744474,2799,1542,4341,-
chr12,10324686,1.9253208868144687,1715,856,2571,-
chr12,10324721,2.3517318408628514,3575,1499,5074,-
chr12,10324723,2.2820577472177384,4842,1992,6834,-
chr12,10324727,2.878885968831928,2003,715,2718,-
chr12,10324730,0.5910797922157366,3721,1356,5077,-
chr12,10324733,1.6817638670615647,1297,694,1991,-
chr12,10324734,1.3885424452064425,1863,966,2829,-
chr12,10324735,1.4146205659774667,2453,1259,3712,-
chr12,10324736,1.1055663460713423,1156,565,1721,-
chr12,10583781,2.467785843920145,881,550,1431,-
chr12,10583782,2.467785843920145,881,550,1431,-
chr12,10587917,1.8889822210951919,857,628,1485,-
chr12,10587918,1.192468619246862,683,477,1160,-
chr12,10758798,30.524218373184112,3238,2795,6033,-
chr12,10758799,30.524218373184112,3238,2795,6033,-
chr12,10758800,26.241473653387025,2587,2313,4900,-
chr12,10758819,4.2750779666967205,1073,450,1523,-
chr12,10852113,1.8132284382284385,888,659,1547,-
chr12,10852197,1.4750428557023292,1218,843,2061,-
chr12,10852223,0.4957356076759062,557,468,1025,-
chr12,10853865,1.9276209426688227,619,472,1091,-
chr12,10854611,2.0235040431266844,781,529,1310,-
chr12,10854613,2.0235040431266844,781,529,1310,-
chr12,10856678,1.8600563909774437,732,379,1111,-
chr12,10865852,1.273279911577784,863,422,1285,-
chr12,10865854,1.070225377187002,1370,836,2206,-
chr12,10871683,2.451639892904953,636,497,1133,-
chr12,10875456,1.7519523759390578,634,455,1089,-
chr12,10875917,3.3694292118544613,761,397,1158,-
chr12,10875918,3.4860815501067037,810,497,1307,-
chr12,10875921,0.48793513515359166,1247,612,1859,-
chr12,14939687,0.4934210526315788,599,417,1016,-
chr12,14939809,1.649299317283507,611,505,1116,-
chr12,14940052,2.0524870584369,2511,1622,4133,-
chr12,14940055,2.743621082699333,2102,1582,3684,-
chr12,14940056,2.359709781810894,4335,2893,7228,-
chr12,14940058,2.2333364149024684,2055,1491,3546,-
chr12,14940059,1.6186882300089849,1125,524,1649,-
chr12,14940063,1.734804613607495,3569,2214,5783,-
chr12,14940065,2.1737843501734533,1799,1156,2955,-
chr12,14940067,3.619338422391857,888,392,1280,-
chr12,14940070,1.9686059394349105,3879,1931,5810,-
chr12,14940071,1.9261761075298311,2246,1267,3513,-
chr12,14940072,1.9686059394349105,3879,1931,5810,-
chr12,14940178,1.241078253727979,760,507,1267,-
chr12,14947484,0.3319099378881987,854,551,1405,-
chr12,14947485,0.3319099378881987,854,551,1405,-
chr12,14947488,1.1523072819418514,647,488,1135,-
chr12,14947490,1.1523072819418514,647,488,1135,-
chr12,14947552,1.9029523531131247,743,621,1364,-
chr12,14947553,1.0879199999960485,746,623,1369,-
chr12,15261430,1.0341256444180849,1192,952,2144,-
chr12,15261432,1.0341256444180849,1192,952,2144,-
chr12,15262020,2.271062271062271,774,454,1228,-
chr12,15262021,1.7596042517575283,1009,658,1667,-
chr12,15262159,1.1134359467692805,730,461,1191,-
chr12,15262160,1.5234546354775982,930,616,1546,-
chr12,15262299,3.405328256423591,618,533,1151,-
chr12,15262406,9.485054446988979,977,911,1888,-
chr12,15262410,13.38444509518648,2679,1957,4636,-
chr12,15262411,10.060929374792455,3214,2220,5434,-
chr12,15262412,10.868419925681767,2338,1715,4053,-
chr12,15262413,9.708463338788892,1330,742,2072,-
chr12,15264299,3.0875389408099685,582,427,1009,-
chr12,15370487,3.0321204057341844,639,460,1099,-
chr12,15374132,2.270779777206512,635,388,1023,-
chr12,15374134,2.270779777206512,635,388,1023,-
chr12,16553441,1.9230769230769231,474,558,1032,-
chr12,16553442,1.6527274202824547,683,769,1452,-
chr12,21622663,1.9174603174603173,603,454,1057,-
chr12,21623143,1.7606995230524642,838,628,1466,-
chr12,21627850,1.115480498592682,1260,828,2088,-
chr12,21627851,1.115480498592682,1260,828,2088,-
chr12,21627882,3.0521308980213084,616,437,1053,-
chr12,21628424,0.6182993097371127,841,618,1459,-
chr12,21628615,0.4373638344226579,583,458,1041,-
chr12,21628654,2.3569542253521125,594,425,1019,-
chr12,21630743,1.0797764227642277,1104,655,1759,-
chr12,21630745,1.0797764227642277,1104,655,1759,-
chr12,21636502,2.647366889729416,673,490,1163,-
chr12,21644530,2.207070707070707,645,395,1040,-
chr12,21654123,0.44082053536893323,630,515,1145,-
chr12,21654511,0.9966628183456727,6024,4387,10411,-
chr12,21654517,1.5148362289146482,3953,3238,7191,-
chr12,21654518,1.171471574309646,7497,5729,13226,-
chr12,21654519,0.5208584518929347,1781,1130,2911,-
chr12,21654520,1.3186779913367817,3685,2912,6597,-
chr12,21654527,0.4934949733885275,1668,1067,2735,-
chr12,21654534,1.3906208917101752,1254,673,1927,-
chr12,21654538,1.5367197839052955,1072,680,1752,-
chr12,21654539,1.3354700854700854,624,467,1091,-
chr12,21654541,0.6375227686703097,699,365,1064,-
chr12,21790037,1.23746538558362,7149,5607,12756,-
chr12,21791346,1.1377640668005735,9786,7030,16816,-
chr12,21791382,1.5064937149829027,4489,3729,8218,-
chr12,21796953,1.3768693729784602,79971,56736,136707,-
chr12,21796954,1.3768693729784602,79971,56736,136707,-
chr12,21796959,1.8238819233867647,22387,21084,43471,-
chr12,21796981,1.4441890558551336,34756,28477,63233,-
chr12,21796983,1.3425623678141103,171688,122734,294422,-
chr12,21796984,1.3374758816574694,153829,107969,261798,-
chr12,21797004,1.3138755502285393,22154,13668,35822,-
chr12,21797044,0.951962886387654,857,696,1553,-
chr12,21799868,1.149395842161357,13770,9670,23440,-
chr12,21799894,1.2566108112141972,38473,27071,65544,-
chr12,21799911,0.8291149928264943,10884,8672,19556,-
chr12,21799951,0.9801256214996446,708,506,1214,-
chr12,21807606,1.1776698855328898,15721,11328,27049,-
chr12,21807607,0.7491015094414929,14376,11277,25653,-
chr12,21810729,1.3090263392672914,12678,10150,22828,-
chr12,21810730,1.2847581282788816,18171,13605,31776,-
chr12,21810733,1.3030276006599188,3437,2734,6171,-
chr12,21810739,1.097939739371105,5500,3641,9141,-
chr12,21810743,0.7369884739331709,9345,6590,15935,-
chr12,21810747,0.8248545995143659,4281,3091,7372,-
chr12,21810752,0.6878394550308387,933,764,1697,-
chr12,21810753,1.012816626975536,2069,1549,3618,-
chr12,21810754,1.306874212977713,1459,1037,2496,-
chr12,21810755,1.1521994925517953,3202,2523,5725,-
chr12,21810764,1.576668139637649,891,583,1474,-
chr12,21810769,0.9342046207815953,2609,1973,4582,-
chr12,21810770,0.8855704169944923,1480,929,2409,-
chr12,21810771,0.9881207721498102,1129,1044,2173,-
chr12,25380323,2.7777777777777777,1074,1160,2234,-
chr12,25380324,0.3884676573130691,1092,952,2044,-
chr12,25380325,2.1895915404551127,2677,2615,5292,-
chr12,25380326,2.7571929672839786,1965,1876,3841,-
chr12,25380328,3.300551172592672,1017,973,1990,-
chr12,25398223,2.4932811480756687,658,510,1168,-
chr12,25398225,1.968420381915149,860,687,1547,-
chr12,27058242,2.1833989080312275,777,613,1390,-
chr12,27058454,0.6817694241147868,973,715,1688,-
chr12,27064191,4.32409381663113,701,468,1169,-
chr12,27064192,4.32409381663113,701,468,1169,-
chr12,27075564,4.509064809060382,1228,837,2065,-
chr12,27078769,1.2639699037745136,690,464,1154,-
chr12,27078780,2.130119828566879,843,573,1416,-
chr12,27089530,1.7958115979499034,1439,1398,2837,-
chr12,27089531,1.7958115979499034,1439,1398,2837,-
chr12,27089569,2.298550724637681,670,659,1329,-
chr12,27089571,2.298550724637681,670,659,1329,-
chr12,27089572,2.0774248761574707,1282,1144,2426,-
chr12,27089574,1.8908510772730143,842,832,1674,-
chr12,27126719,0.4867628012519676,847,613,1460,-
chr12,27126860,6.901584296706811,623,495,1118,-
chr12,27126901,3.4636556104446004,817,653,1470,-
chr12,27126903,3.4636556104446004,817,653,1470,-
chr12,27128470,1.8449037776193873,718,609,1327,-
chr12,27128475,2.1110594795539037,648,537,1185,-
chr12,27143462,1.7252986387118592,712,482,1194,-
chr12,27152463,1.015015015015015,1013,702,1715,-
chr12,27152465,0.887768921247988,1438,1044,2482,-
chr12,29496180,1.7800102249488752,940,651,1591,-
chr12,29496185,1.7775231053604434,828,540,1368,-
chr12,29496186,0.4341728336118405,969,567,1536,-
chr12,29496194,0.520639534883721,596,429,1025,-
chr12,29496205,0.5269586459605653,754,520,1274,-
chr12,29498381,0.45221907784220844,1080,807,1887,-
chr12,29498415,2.288988836502638,1259,892,2151,-
chr12,29502050,2.140515463917526,768,484,1252,-
chr12,29502087,2.490706319702602,669,537,1206,-
chr12,29502961,1.751782421648931,2443,1882,4325,-
chr12,29502971,1.6583093523202928,1891,1426,3317,-
chr12,29502996,1.904899034240562,1465,1138,2603,-
chr12,29502997,1.904899034240562,1465,1138,2603,-
chr12,29502998,1.572047244094488,967,634,1601,-
chr12,29510581,2.5482685517144645,956,646,1602,-
chr12,29524485,2.32709899482848,1118,700,1818,-
chr12,29655933,3.982580528774109,723,522,1245,-
chr12,29655935,3.689364230540701,721,560,1281,-
chr12,29658834,2.0859502986256984,1000,533,1533,-
chr12,30783555,2.135265700483092,1767,1655,3422,-
chr12,30783556,2.135265700483092,1767,1655,3422,-
chr12,30783557,2.135265700483092,1767,1655,3422,-
chr12,30783583,2.877300613496933,803,651,1454,-
chr12,30783584,2.877300613496933,803,651,1454,-
chr12,30783602,2.4186655770483543,970,881,1851,-
chr12,30783603,2.3782028148682786,658,651,1309,-
chr12,31434068,1.0141012909632572,1331,1006,2337,-
chr12,31434069,1.0141012909632572,1331,1006,2337,-
chr12,31434388,4.170909090909091,836,494,1330,-
chr12,31434390,4.170909090909091,836,494,1330,-
chr12,31434778,1.91915078620525,1130,768,1898,-
chr12,31434856,1.9121942934782612,833,511,1344,-
chr12,31435076,2.4692129660053985,660,422,1082,-
chr12,31435358,0.47020665352496027,1135,789,1924,-
chr12,31435393,2.297911741414289,657,391,1048,-
chr12,31446753,1.4214751788644038,866,584,1450,-
chr12,31862244,3.087912087912088,561,493,1054,-
chr12,31862246,3.087912087912088,561,493,1054,-
